age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
57,management,divorced,tertiary,no,8897,yes,no,cellular,12,865,2,-1,0,unknown,yes
44,housemaid,married,primary,no,1342,yes,yes,telephone,14,112,2,370,2,failure,no
32,technician,divorced,secondary,no,202,yes,no,cellular,4,429,1,201,1,failure,no
50,technician,married,secondary,no,3370,no,no,cellular,21,531,2,80,2,success,yes
36,admin.,married,secondary,no,39,yes,no,cellular,7,194,2,-1,0,unknown,no
42,management,married,secondary,no,283,yes,no,cellular,18,400,1,-1,0,unknown,no
69,housemaid,married,primary,no,1080,no,no,cellular,22,164,2,-1,0,unknown,no
47,management,married,unknown,no,555,yes,no,cellular,17,179,1,-1,0,unknown,no
40,housemaid,married,primary,no,0,no,no,cellular,28,16,20,-1,0,unknown,no
43,admin.,married,secondary,no,1375,yes,no,cellular,18,95,1,-1,0,unknown,no
39,blue-collar,married,unknown,no,621,yes,no,cellular,20,1333,5,-1,0,unknown,yes
35,management,single,tertiary,no,175,yes,yes,cellular,21,53,1,-1,0,unknown,no
59,management,married,tertiary,no,1726,no,yes,cellular,8,137,3,-1,0,unknown,no
33,unemployed,married,tertiary,no,3335,no,no,cellular,15,92,1,301,6,failure,no
36,technician,married,secondary,no,569,yes,no,cellular,9,265,1,323,5,failure,no
29,admin.,married,secondary,no,1,yes,no,cellular,15,56,3,-1,0,unknown,no
37,admin.,single,secondary,no,192,yes,no,unknown,23,105,2,-1,0,unknown,no
33,management,single,secondary,no,8004,no,no,cellular,19,414,3,-1,0,unknown,no
34,self-employed,single,secondary,no,296,no,no,cellular,27,609,13,-1,0,unknown,yes
48,admin.,married,secondary,no,292,yes,yes,cellular,29,164,6,-1,0,unknown,no
51,blue-collar,married,secondary,no,145,no,yes,cellular,18,313,1,-1,0,unknown,no
27,technician,single,tertiary,no,667,no,no,cellular,29,866,2,-1,0,unknown,yes
27,student,single,tertiary,no,1134,no,no,cellular,21,825,1,183,4,success,yes
59,self-employed,married,unknown,no,59,no,no,cellular,12,171,2,-1,0,unknown,no
31,self-employed,single,tertiary,no,283,no,no,cellular,1,134,1,-1,0,unknown,no
26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,181,5,-1,0,unknown,no
38,blue-collar,single,secondary,no,711,yes,no,cellular,24,254,5,140,1,other,no
35,unemployed,single,tertiary,no,4959,no,no,cellular,29,91,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,0,no,no,unknown,18,26,7,-1,0,unknown,no
60,retired,divorced,secondary,no,4243,no,no,cellular,30,416,2,-1,0,unknown,yes
58,retired,married,secondary,no,4700,no,no,telephone,16,93,6,-1,0,unknown,no
56,retired,divorced,primary,no,48,yes,no,cellular,14,132,2,-1,0,unknown,no
42,housemaid,married,primary,no,1,yes,no,telephone,28,59,5,-1,0,unknown,no
45,admin.,married,secondary,no,285,no,no,cellular,6,8,5,-1,0,unknown,no
39,management,single,tertiary,no,122,yes,no,cellular,5,787,1,-1,0,unknown,no
40,technician,married,tertiary,no,84,no,no,cellular,28,715,8,-1,0,unknown,no
54,technician,divorced,secondary,no,859,no,yes,cellular,21,710,1,-1,0,unknown,yes
33,management,married,tertiary,no,71,no,no,cellular,16,136,1,287,1,failure,no
37,management,married,tertiary,no,392,no,no,cellular,6,115,2,-1,0,unknown,no
40,services,single,secondary,no,464,yes,yes,unknown,19,183,7,-1,0,unknown,no
59,management,single,tertiary,no,623,yes,no,cellular,7,212,4,-1,0,unknown,no
33,technician,single,tertiary,no,1805,no,no,cellular,21,211,4,-1,0,unknown,no
43,blue-collar,married,secondary,no,1149,no,no,telephone,29,237,2,-1,0,unknown,no
54,retired,married,primary,no,1379,no,no,unknown,11,136,1,-1,0,unknown,no
48,technician,single,secondary,no,2374,no,no,cellular,18,83,2,-1,0,unknown,no
47,management,married,tertiary,no,3556,yes,no,unknown,20,130,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,39,no,no,unknown,6,241,1,-1,0,unknown,no
35,self-employed,married,secondary,no,8883,no,no,cellular,21,33,3,-1,0,unknown,no
43,management,married,tertiary,no,176,yes,no,cellular,5,253,2,286,1,failure,no
36,unemployed,married,secondary,no,356,no,no,cellular,8,361,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,4795,yes,no,cellular,17,57,1,-1,0,unknown,no
59,blue-collar,married,secondary,no,87,no,no,unknown,4,65,10,-1,0,unknown,no
45,technician,married,secondary,no,1831,no,no,cellular,27,275,2,-1,0,unknown,yes
38,admin.,married,secondary,no,8,yes,no,unknown,7,125,1,-1,0,unknown,no
34,admin.,married,tertiary,no,1636,yes,yes,cellular,6,136,1,521,2,failure,no
44,management,married,tertiary,no,588,yes,no,unknown,5,245,2,-1,0,unknown,no
34,blue-collar,divorced,secondary,no,1614,yes,no,cellular,15,228,2,297,1,other,no
34,entrepreneur,single,tertiary,no,1295,yes,no,cellular,3,246,1,-1,0,unknown,no
32,technician,single,tertiary,no,92,yes,no,unknown,28,116,1,-1,0,unknown,no
42,technician,married,secondary,no,534,no,no,cellular,5,314,1,-1,0,unknown,no
35,admin.,single,secondary,no,507,yes,no,cellular,22,560,2,-1,0,unknown,yes
46,services,married,secondary,no,327,yes,yes,cellular,20,148,2,-1,0,unknown,no
56,blue-collar,divorced,secondary,no,2780,yes,no,telephone,6,81,3,-1,0,unknown,no
33,management,married,tertiary,yes,-148,yes,yes,cellular,19,340,2,-1,0,unknown,no
47,management,divorced,tertiary,no,310,no,no,cellular,29,136,2,-1,0,unknown,no
31,services,single,secondary,no,1987,yes,no,telephone,20,55,2,-1,0,unknown,no
41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,207,3,387,2,failure,yes
58,retired,divorced,secondary,no,1080,yes,no,cellular,29,1058,2,-1,0,unknown,yes
43,management,married,tertiary,no,68,yes,no,cellular,17,31,2,-1,0,unknown,no
27,services,single,secondary,no,302,no,no,cellular,3,203,1,-1,0,unknown,yes
36,management,married,tertiary,no,170,no,no,cellular,7,493,2,-1,0,unknown,no
31,unemployed,married,tertiary,no,330,no,no,cellular,13,260,1,194,2,success,yes
58,retired,married,secondary,no,158,yes,yes,cellular,2,156,5,-1,0,unknown,no
33,services,single,secondary,no,-448,yes,no,cellular,14,95,2,-1,0,unknown,no
79,retired,divorced,secondary,no,631,no,no,telephone,8,105,2,181,1,failure,no
35,management,married,tertiary,no,648,no,no,cellular,30,674,2,-1,0,unknown,no
58,unemployed,divorced,secondary,no,0,no,no,unknown,23,598,2,-1,0,unknown,no
44,management,married,tertiary,no,7485,no,no,cellular,5,187,2,-1,0,unknown,no
54,admin.,married,tertiary,no,184,no,no,unknown,5,673,2,-1,0,unknown,yes
40,services,married,secondary,no,695,yes,no,cellular,11,270,1,348,10,failure,no
42,services,married,secondary,no,0,yes,no,unknown,7,132,3,-1,0,unknown,no
52,blue-collar,divorced,primary,no,196,yes,yes,unknown,3,63,1,-1,0,unknown,no
34,management,single,tertiary,no,417,yes,no,cellular,5,270,1,174,15,failure,yes
36,entrepreneur,married,tertiary,no,4576,yes,no,cellular,7,272,1,-1,0,unknown,no
38,management,married,tertiary,no,385,yes,no,telephone,28,154,1,-1,0,unknown,yes
49,management,divorced,tertiary,no,300,no,no,cellular,21,316,1,-1,0,unknown,yes
31,blue-collar,married,primary,no,-423,yes,yes,unknown,27,135,2,-1,0,unknown,no
59,management,married,tertiary,no,1,yes,no,cellular,29,210,1,-1,0,unknown,yes
38,services,married,secondary,no,282,no,no,cellular,15,360,3,-1,0,unknown,no
33,blue-collar,married,primary,no,511,yes,no,unknown,21,304,2,-1,0,unknown,no
47,management,single,tertiary,no,4402,no,no,telephone,10,805,1,190,1,other,yes
72,retired,married,primary,no,763,no,no,cellular,24,384,2,-1,0,unknown,yes
33,entrepreneur,single,tertiary,no,1068,yes,no,unknown,5,396,2,-1,0,unknown,no
29,self-employed,single,tertiary,no,270,yes,no,cellular,15,94,5,274,11,failure,no
37,admin.,married,secondary,no,756,yes,no,cellular,20,207,2,-1,0,unknown,no
51,management,married,tertiary,no,0,no,no,unknown,27,68,5,-1,0,unknown,no
34,technician,married,secondary,no,0,yes,no,cellular,3,146,1,91,2,other,no
48,unemployed,married,secondary,no,1724,no,no,telephone,4,102,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,1981,yes,no,cellular,22,437,2,-1,0,unknown,no
30,student,single,tertiary,no,3300,no,no,cellular,21,1571,1,-1,0,unknown,yes
67,retired,married,secondary,no,203,no,no,cellular,11,405,1,266,2,success,yes
33,technician,single,secondary,no,199,no,no,cellular,18,178,4,-1,0,unknown,no
34,management,married,tertiary,no,271,yes,no,cellular,15,308,1,94,4,success,yes
49,entrepreneur,married,secondary,no,348,yes,no,unknown,14,139,2,-1,0,unknown,no
46,management,married,secondary,yes,-333,no,yes,cellular,30,597,2,-1,0,unknown,no
29,management,single,tertiary,no,2955,no,no,cellular,29,226,2,-1,0,unknown,yes
52,blue-collar,married,primary,no,1271,no,no,cellular,18,131,3,-1,0,unknown,no
40,blue-collar,married,primary,no,117,yes,no,unknown,19,172,3,-1,0,unknown,no
52,technician,married,tertiary,no,0,no,no,cellular,9,145,3,94,4,success,no
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,1088,17,-1,0,unknown,yes
34,management,divorced,tertiary,no,2240,no,no,cellular,8,220,2,184,3,success,yes
51,housemaid,married,primary,no,618,yes,yes,cellular,30,277,1,85,1,failure,no
55,management,married,tertiary,no,856,yes,yes,unknown,29,101,4,-1,0,unknown,no
50,management,married,secondary,no,2130,no,no,cellular,20,203,4,-1,0,unknown,no
34,blue-collar,single,tertiary,no,42,no,no,cellular,5,297,1,-1,0,unknown,no
54,blue-collar,divorced,primary,no,8180,no,no,unknown,19,312,1,-1,0,unknown,no
56,services,married,secondary,no,4719,yes,yes,cellular,7,82,4,-1,0,unknown,no
26,management,single,tertiary,no,2356,yes,no,cellular,23,252,6,-1,0,unknown,no
33,management,single,tertiary,no,437,yes,no,cellular,21,285,1,179,4,other,no
50,technician,married,primary,no,570,no,no,unknown,20,21,3,-1,0,unknown,no
43,services,married,secondary,no,1450,yes,no,unknown,4,227,2,-1,0,unknown,no
49,technician,married,secondary,no,2497,yes,no,unknown,29,99,1,-1,0,unknown,no
35,management,married,tertiary,no,122,no,no,cellular,7,179,4,-1,0,unknown,no
42,technician,single,secondary,no,1364,yes,no,unknown,15,1867,6,-1,0,unknown,yes
42,management,single,tertiary,no,1,no,no,cellular,27,223,13,-1,0,unknown,no
46,blue-collar,married,secondary,no,2121,yes,no,unknown,14,160,1,-1,0,unknown,no
35,services,married,secondary,no,437,yes,no,unknown,26,240,1,-1,0,unknown,no
31,admin.,married,secondary,no,337,no,no,unknown,12,51,1,-1,0,unknown,no
33,services,single,secondary,no,3269,no,yes,cellular,21,381,1,126,1,failure,no
83,retired,divorced,primary,no,46,no,no,cellular,25,115,1,-1,0,unknown,yes
55,services,married,secondary,no,2476,yes,no,unknown,5,579,1,-1,0,unknown,yes
59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,2,69,2,-1,0,unknown,no
57,self-employed,married,tertiary,no,192,yes,no,cellular,7,320,1,-1,0,unknown,no
26,student,single,unknown,no,2503,no,no,cellular,30,121,1,63,2,failure,no
34,technician,married,secondary,no,800,yes,no,cellular,14,103,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,120,yes,no,cellular,14,269,3,328,1,failure,no
37,services,married,secondary,no,1616,yes,no,cellular,28,418,3,-1,0,unknown,no
53,blue-collar,married,primary,no,18,no,no,cellular,26,55,4,-1,0,unknown,no
39,blue-collar,single,secondary,no,175,no,no,cellular,12,17,1,365,2,other,no
45,management,married,tertiary,no,1033,yes,no,cellular,7,177,1,357,1,failure,no
53,blue-collar,single,secondary,no,1442,no,no,telephone,9,137,8,188,2,other,no
34,self-employed,married,primary,no,7468,yes,yes,cellular,30,383,1,-1,0,unknown,yes
31,unemployed,single,secondary,no,3528,no,no,cellular,5,132,1,-1,0,unknown,no
50,management,married,tertiary,no,1859,no,no,cellular,11,85,5,-1,0,unknown,no
57,unemployed,married,primary,no,5126,yes,no,cellular,2,113,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,138,no,no,unknown,9,61,2,-1,0,unknown,no
41,technician,divorced,secondary,no,4047,yes,no,cellular,18,343,1,-1,0,unknown,yes
55,technician,married,secondary,no,2055,yes,no,unknown,16,1023,4,-1,0,unknown,no
40,technician,divorced,secondary,no,-375,yes,no,cellular,13,60,5,-1,0,unknown,no
43,technician,married,secondary,no,373,no,no,telephone,29,221,1,-1,0,unknown,no
45,blue-collar,married,primary,no,789,no,yes,cellular,29,79,1,-1,0,unknown,no
34,blue-collar,married,primary,no,100,yes,yes,unknown,28,74,3,-1,0,unknown,no
51,technician,married,tertiary,no,-3,no,no,cellular,25,91,9,-1,0,unknown,no
49,admin.,single,tertiary,no,228,yes,no,cellular,2,368,1,-1,0,unknown,yes
29,management,single,tertiary,no,1445,no,no,cellular,4,271,2,-1,0,unknown,yes
35,services,married,tertiary,no,1359,no,no,unknown,17,585,2,-1,0,unknown,no
53,blue-collar,married,primary,no,95,yes,no,unknown,29,53,3,-1,0,unknown,no
37,admin.,married,secondary,no,281,yes,no,unknown,16,279,2,-1,0,unknown,no
56,services,divorced,secondary,no,450,no,no,unknown,9,47,1,-1,0,unknown,no
34,management,married,tertiary,no,105,yes,no,unknown,6,314,3,-1,0,unknown,no
36,management,married,tertiary,no,853,yes,yes,cellular,2,408,1,-1,0,unknown,no
35,unknown,divorced,primary,no,3888,no,no,cellular,20,207,5,178,5,failure,no
57,technician,married,tertiary,no,-1,no,no,unknown,14,850,2,-1,0,unknown,yes
42,management,married,tertiary,no,1205,no,no,telephone,15,129,1,188,2,success,no
53,management,divorced,primary,no,443,no,no,unknown,9,422,1,-1,0,unknown,no
33,technician,single,tertiary,no,3689,no,no,cellular,27,445,3,-1,0,unknown,yes
37,blue-collar,single,secondary,no,197,yes,no,unknown,16,251,3,-1,0,unknown,no
32,management,married,tertiary,no,2044,yes,no,cellular,19,477,1,-1,0,unknown,no
27,technician,single,secondary,no,151,no,no,cellular,30,139,3,-1,0,unknown,no
37,services,married,secondary,no,2128,no,no,unknown,18,105,1,-1,0,unknown,no
32,technician,married,tertiary,no,43,no,no,cellular,22,154,5,-1,0,unknown,no
47,admin.,married,secondary,no,5401,no,no,cellular,19,824,2,-1,0,unknown,no
52,technician,married,tertiary,no,1785,no,no,cellular,10,133,3,89,1,failure,no
39,admin.,married,secondary,no,70,yes,no,cellular,31,13,11,-1,0,unknown,no
59,blue-collar,married,secondary,no,681,yes,no,telephone,14,427,2,-1,0,unknown,no
34,blue-collar,divorced,primary,no,172,yes,no,cellular,17,306,1,-1,0,unknown,no
32,admin.,single,secondary,no,6188,yes,yes,cellular,18,147,1,-1,0,unknown,no
52,technician,married,secondary,no,306,no,no,cellular,25,265,4,-1,0,unknown,no
30,technician,married,tertiary,no,2283,no,no,cellular,7,74,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,957,3,-1,0,unknown,no
35,unemployed,divorced,secondary,no,45,no,no,unknown,12,40,6,-1,0,unknown,no
30,management,single,tertiary,no,2,no,no,cellular,23,269,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,22,yes,yes,unknown,9,178,1,-1,0,unknown,no
47,management,married,unknown,no,0,no,no,unknown,12,77,3,-1,0,unknown,no
59,technician,married,secondary,no,1,no,no,cellular,14,585,1,182,5,success,yes
50,admin.,single,secondary,no,424,yes,no,unknown,12,72,2,-1,0,unknown,no
45,housemaid,married,primary,no,7353,no,no,cellular,13,536,2,-1,0,unknown,no
40,self-employed,married,tertiary,no,271,yes,no,cellular,21,124,3,102,4,failure,no
35,management,married,tertiary,no,482,no,no,unknown,6,129,2,-1,0,unknown,no
47,blue-collar,married,primary,no,2642,no,no,cellular,13,310,2,-1,0,unknown,no
48,management,married,tertiary,no,5326,no,no,cellular,17,116,2,-1,0,unknown,no
48,services,married,unknown,no,1705,yes,no,unknown,5,107,1,-1,0,unknown,no
45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,1030,1,-1,0,unknown,yes
36,admin.,single,secondary,no,886,yes,yes,cellular,14,362,6,-1,0,unknown,no
44,blue-collar,divorced,secondary,no,-239,yes,no,unknown,27,111,3,-1,0,unknown,no
35,management,single,secondary,no,0,yes,no,cellular,6,495,1,-1,0,unknown,no
69,technician,married,tertiary,no,482,no,no,cellular,29,478,1,267,1,failure,yes
53,blue-collar,married,secondary,no,974,yes,no,unknown,26,197,2,-1,0,unknown,no
28,services,single,secondary,no,339,no,no,cellular,3,350,1,182,1,success,yes
42,management,divorced,secondary,no,764,no,yes,cellular,21,127,3,-1,0,unknown,no
30,management,single,tertiary,no,2592,no,no,cellular,19,50,1,-1,0,unknown,no
49,technician,single,secondary,no,1377,no,no,cellular,5,935,1,-1,0,unknown,yes
34,blue-collar,married,secondary,no,496,yes,no,cellular,13,333,1,-1,0,unknown,yes
33,technician,single,tertiary,no,34,no,no,cellular,28,13,30,-1,0,unknown,no
34,technician,single,tertiary,no,6529,no,no,cellular,14,505,2,-1,0,unknown,yes
21,blue-collar,married,primary,no,-172,yes,yes,cellular,15,409,1,361,3,failure,yes
45,services,married,secondary,no,24,yes,no,cellular,15,192,3,-1,0,unknown,no
43,technician,single,secondary,no,799,yes,yes,unknown,29,13,3,-1,0,unknown,no
43,services,married,secondary,no,3305,yes,no,cellular,17,387,1,-1,0,unknown,no
41,technician,married,secondary,no,923,yes,no,cellular,7,141,3,-1,0,unknown,no
31,technician,single,tertiary,no,208,no,no,cellular,12,1344,7,-1,0,unknown,yes
40,blue-collar,married,primary,no,343,no,no,unknown,6,292,2,-1,0,unknown,no
30,services,single,secondary,no,-158,yes,no,cellular,12,426,1,370,2,failure,yes
56,technician,married,secondary,no,589,yes,no,unknown,23,518,1,147,2,success,yes
33,technician,single,secondary,yes,329,no,no,cellular,12,137,2,-1,0,unknown,no
60,retired,married,tertiary,no,9397,no,no,unknown,5,428,1,-1,0,unknown,no
29,admin.,divorced,tertiary,yes,0,no,yes,cellular,9,426,3,-1,0,unknown,yes
29,services,married,secondary,no,3748,no,no,cellular,28,322,3,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,52,yes,no,unknown,30,574,1,-1,0,unknown,no
36,blue-collar,divorced,primary,no,3202,yes,no,cellular,20,690,3,183,2,failure,no
33,admin.,single,secondary,no,901,no,no,cellular,3,18,5,6,3,other,no
37,management,married,secondary,yes,33,no,yes,cellular,17,117,1,-1,0,unknown,no
50,housemaid,divorced,primary,no,34,yes,no,cellular,22,160,2,-1,0,unknown,no
58,services,married,secondary,no,50,yes,no,cellular,20,161,7,-1,0,unknown,no
31,technician,single,secondary,no,373,no,no,cellular,22,346,5,-1,0,unknown,no
53,admin.,single,secondary,no,2398,yes,no,cellular,2,317,1,180,2,failure,yes
38,management,married,tertiary,no,1257,no,no,cellular,12,166,1,-1,0,unknown,no
50,blue-collar,married,primary,no,403,no,no,cellular,28,119,6,-1,0,unknown,no
32,admin.,married,secondary,no,901,yes,no,cellular,20,140,1,-1,0,unknown,no
30,management,married,tertiary,no,1882,yes,no,cellular,11,249,5,-1,0,unknown,no
56,management,married,unknown,no,4623,no,no,cellular,25,305,1,192,1,success,yes
47,services,married,secondary,no,367,yes,no,cellular,12,309,1,306,4,success,yes
42,blue-collar,married,secondary,no,1297,yes,no,cellular,3,697,2,-1,0,unknown,no
39,blue-collar,single,secondary,no,290,yes,no,cellular,5,128,1,336,1,other,no
45,entrepreneur,married,secondary,no,128,no,yes,cellular,18,275,2,-1,0,unknown,no
33,management,single,tertiary,no,1120,no,no,cellular,11,1070,2,-1,0,unknown,yes
58,technician,married,secondary,no,201,no,no,cellular,10,82,5,-1,0,unknown,no
